job_id,country,employment_type,required_experience,required_education,industry,function,mentions_salary,telecommuting,has_company_logo,has_questions,fraudulent,from_US,industry_SWOE,function_SWOE
227,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
228,GB,Full-time,Not Applicable,Unspecified,Market Research,Advertising,0,0,0,0,0,0,-3.252302048,-2.834705855
229,US,Full-time,Associate,High School or equivalent,Banking,Customer Service,0,0,1,1,0,1,-3.291500398,-2.853301252
230,US,Full-time,Associate,Certification,Information Technology and Services,Information Technology,0,0,0,0,0,1,-3.972869919,-3.981639589
231,US,Full-time,Entry level,High School or equivalent,Legal Services,Customer Service,0,0,1,0,0,1,-7.612026365,-2.853301252
232,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
233,GB,Full-time,Not Applicable,High School or equivalent,Unspecified,Administrative,0,0,1,1,0,0,-2.823138472,-1.458699604
234,GB,Full-time,Associate,Bachelor's Degree,Internet,Information Technology,1,0,1,0,0,0,-9.996358046,-3.981639589
235,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
236,GB,Unspecified,Not Applicable,High School or equivalent,Unspecified,Sales,0,0,1,0,0,0,-2.823138472,-3.549243538
237,US,Contract,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,1,-3.972869919,-3.981639589
238,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
239,RU,Full-time,Not Applicable,Unspecified,Education Management,Health Care Provider,1,0,1,1,0,0,-9.740450581,-5.775604967
240,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
241,US,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,0,1,0,0,1,-3.056588271,-2.853301252
242,GB,Full-time,Associate,Bachelor's Degree,Financial Services,Finance,1,0,1,1,0,0,-3.056588271,-2.351014509
243,GB,Full-time,Not Applicable,Unspecified,Automotive,Sales,1,0,0,1,0,0,-3.134094473,-3.549243538
244,ZA,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,0,-9.740450581,-2.898919407
245,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
246,GB,Full-time,Entry level,Bachelor's Degree,Financial Services,Business Development,1,0,1,1,0,0,-3.056588271,-2.806386024
247,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
248,GB,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Public Relations,1,0,1,1,0,0,-3.056588271,-4.282798225
249,GB,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Sales,0,0,1,1,0,0,-3.056588271,-3.549243538
250,GB,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
251,NZ,Full-time,Unspecified,Unspecified,Information Technology and Services,Information Technology,1,0,1,0,0,0,-3.972869919,-3.981639589
252,GB,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0,0,1,0,0,0,-5.60491141,-3.981639589
253,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
254,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
255,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
256,GB,Full-time,Associate,Bachelor's Degree,Financial Services,Finance,1,0,1,1,0,0,-3.056588271,-2.351014509
257,US,Full-time,Unspecified,Unspecified,Information Technology and Services,Marketing,0,0,1,0,0,1,-3.972869919,-4.403047312
258,US,Full-time,Not Applicable,Unspecified,Internet,Administrative,0,0,1,0,0,1,-9.996358046,-1.458699604
259,US,Full-time,Entry level,High School or equivalent,Financial Services,General Business,0,0,1,0,0,1,-3.056588271,-4.171497564
260,US,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Product Management,0,0,0,1,0,1,-3.972869919,-7.772064107
261,GB,Unspecified,Not Applicable,High School or equivalent,Unspecified,Customer Service,0,0,1,1,0,0,-2.823138472,-2.853301252
262,US,Full-time,Entry level,High School or equivalent,Unspecified,Customer Service,1,0,0,1,0,1,-2.823138472,-2.853301252
263,US,Full-time,Mid-Senior level,Unspecified,Financial Services,Sales,0,0,1,1,0,1,-3.056588271,-3.549243538
264,GB,Full-time,Not Applicable,High School or equivalent,Unspecified,Customer Service,0,0,1,0,0,0,-2.823138472,-2.853301252
265,US,Contract,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0,0,0,0,0,1,-3.972869919,-3.981639589
266,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
267,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
268,US,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0,0,1,0,0,1,-3.056588271,-1.458699604
269,GR,Full-time,Mid-Senior level,Unspecified,Internet,Unspecified,0,0,1,0,0,0,-9.996358046,-2.898919407
270,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
271,US,Unspecified,Unspecified,Unspecified,Unspecified,Research,0,0,1,0,0,1,-2.823138472,-6.958428728
272,US,Full-time,Unspecified,Unspecified,Oil & Energy,Unspecified,0,0,1,0,0,1,-0.495323056,-2.898919407
273,US,Full-time,Unspecified,Unspecified,Marketing and Advertising,Unspecified,0,0,0,0,0,1,-2.856609018,-2.898919407
274,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
275,DE,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
276,CY,Full-time,Not Applicable,Master's Degree,Computer Software,Unspecified,0,0,1,1,0,0,-5.60491141,-2.898919407
277,US,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Sales,0,0,1,0,0,1,-9.996358046,-3.549243538
278,NZ,Full-time,Associate,Unspecified,Internet,Information Technology,0,0,1,1,0,0,-9.996358046,-3.981639589
279,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
280,US,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Sales,0,0,1,1,0,1,-3.972869919,-3.549243538
281,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
282,US,Full-time,Director,Bachelor's Degree,Computer Software,Project Management,0,0,1,1,0,1,-5.60491141,-2.851360103
283,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,1,-2.823138472,-2.898919407
284,US,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0,0,1,0,0,1,-5.60491141,-3.549243538
285,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
286,US,Full-time,Entry level,Unspecified,Computer Software,Sales,0,0,1,0,0,1,-5.60491141,-3.549243538
287,GB,Full-time,Not Applicable,High School or equivalent,Unspecified,Administrative,0,0,1,1,0,0,-2.823138472,-1.458699604
288,US,Full-time,Associate,Bachelor's Degree,Internet,Design,0,0,1,1,0,1,-9.996358046,-4.708274573
289,US,Unspecified,Unspecified,Unspecified,Building Materials,Sales,0,0,1,0,0,1,-4.308790063,-3.549243538
290,US,Other,Internship,Bachelor's Degree,Computer Software,Engineering,0,1,1,1,0,1,-5.60491141,-2.391780105
291,US,Unspecified,Unspecified,Unspecified,Unspecified,Research,0,0,1,0,0,1,-2.823138472,-6.958428728
292,US,Full-time,Associate,Bachelor's Degree,Consumer Goods,Accounting/Auditing,0,0,1,0,0,1,-4.095068015,-1.84570792
293,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
294,US,Full-time,Entry level,Unspecified,Financial Services,Unspecified,0,0,1,0,0,1,-3.056588271,-2.898919407
295,GB,Full-time,Mid-Senior level,Bachelor's Degree,Philanthropy,Engineering,0,0,1,1,0,0,-4.627257123,-2.391780105
296,GB,Full-time,Entry level,Bachelor's Degree,Online Media,Art/Creative,0,0,1,1,0,0,-4.567343235,-4.835137309
297,DE,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
298,US,Full-time,Associate,Bachelor's Degree,Computer Software,Information Technology,0,0,1,1,0,1,-5.60491141,-3.981639589
299,US,Full-time,Not Applicable,Unspecified,Consumer Services,Sales,1,0,1,0,0,1,-2.633916062,-3.549243538
300,US,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0,0,1,0,0,1,-2.633916062,-2.853301252
301,US,Full-time,Entry level,Unspecified,Financial Services,Unspecified,0,0,1,0,0,1,-3.056588271,-2.898919407
302,DE,Full-time,Entry level,Unspecified,Computer Software,Unspecified,1,0,1,0,0,0,-5.60491141,-2.898919407
303,US,Full-time,Not Applicable,Unspecified,Hospital & Health Care,Unspecified,0,0,1,0,0,1,-2.169675367,-2.898919407
304,US,Full-time,Not Applicable,Bachelor's Degree,Utilities,Engineering,1,0,0,0,0,1,-3.447741164,-2.391780105
305,US,Full-time,Entry level,High School or equivalent,Legal Services,Other,0,0,1,0,0,1,-7.612026365,-2.216166691
306,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
307,US,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,0,1,0,0,1,-3.056588271,-2.853301252
308,DE,Full-time,Associate,Unspecified,Hospitality,Product Management,0,0,1,1,0,0,-1.674331188,-7.772064107
309,HK,Contract,Not Applicable,Unspecified,Banking,Information Technology,0,0,1,0,0,0,-3.291500398,-3.981639589
310,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
311,GB,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
312,US,Part-time,Entry level,High School or equivalent,Financial Services,Administrative,0,0,1,0,0,1,-3.056588271,-1.458699604
313,HK,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Sales,0,0,1,0,0,0,-3.972869919,-3.549243538
314,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
315,EG,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Human Resources,1,0,1,0,0,0,-2.498791322,-3.080366137
316,US,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Project Management,0,0,1,1,0,1,-3.972869919,-2.851360103
317,IN,Full-time,Unspecified,Unspecified,Unspecified,Sales,0,0,1,1,0,0,-2.823138472,-3.549243538
318,GB,Full-time,Entry level,Bachelor's Degree,Internet,Consulting,0,0,1,1,0,0,-9.996358046,-3.550086188
319,AU,Full-time,Mid-Senior level,Bachelor's Degree,Online Media,Advertising,1,0,1,1,0,0,-4.567343235,-2.834705855
320,GR,Full-time,Unspecified,Bachelor's Degree,Telecommunications,Engineering,0,0,1,0,0,0,-2.498791322,-2.391780105
321,GB,Full-time,Mid-Senior level,Unspecified,Online Media,Unspecified,0,0,1,0,0,0,-4.567343235,-2.898919407
322,US,Full-time,Unspecified,Unspecified,"Health, Wellness and Fitness",Management,0,0,1,0,0,1,-2.015685175,-3.943048543
323,US,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Quality Assurance,1,0,1,0,0,1,-2.856609018,-7.745619564
324,US,Full-time,Associate,Bachelor's Degree,Financial Services,Unspecified,0,0,1,0,0,1,-3.056588271,-2.898919407
325,US,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Strategy/Planning,1,0,1,0,0,1,-2.856609018,-3.780290306
326,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
327,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
328,GR,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Engineering,0,0,1,1,0,0,-9.996358046,-2.391780105
329,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
330,US,Full-time,Associate,Bachelor's Degree,Internet,Marketing,0,0,1,1,0,1,-9.996358046,-4.403047312
331,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
332,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
333,US,Contract,Unspecified,Unspecified,Unspecified,Unspecified,0,1,1,1,0,1,-2.823138472,-2.898919407
334,TR,Full-time,Associate,Bachelor's Degree,Internet,Customer Service,0,0,1,0,0,0,-9.996358046,-2.853301252
335,US,Full-time,Entry level,Unspecified,Information Technology and Services,Information Technology,1,0,1,0,0,1,-3.972869919,-3.981639589
336,US,Unspecified,Unspecified,Unspecified,Unspecified,Marketing,0,0,1,0,0,1,-2.823138472,-4.403047312
337,BE,Other,Internship,High School or equivalent,Information Technology and Services,Sales,0,0,1,0,0,0,-3.972869919,-3.549243538
338,US,Full-time,Entry level,High School or equivalent,Legal Services,Administrative,0,0,1,0,0,1,-7.612026365,-1.458699604
339,US,Contract,Entry level,Bachelor's Degree,Education Management,Education,0,0,1,1,0,1,-9.740450581,-5.736378521
340,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
341,GB,Full-time,Unspecified,Unspecified,Marketing and Advertising,Accounting/Auditing,1,0,1,1,0,0,-2.856609018,-1.84570792
342,US,Temporary,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,1,-2.823138472,-2.898919407
343,US,Full-time,Director,Bachelor's Degree,Farming,Customer Service,0,0,1,0,0,1,-6.244489818,-2.853301252
344,GR,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Quality Assurance,1,0,1,0,0,0,-2.498791322,-7.745619564
345,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
346,RU,Full-time,Not Applicable,Unspecified,Primary/Secondary Education,Education,1,0,1,0,0,0,-4.96652019,-5.736378521
347,CA,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,1,0,0,-2.823138472,-2.898919407
348,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
349,DE,Unspecified,Unspecified,Unspecified,Unspecified,Marketing,0,0,1,0,0,0,-2.823138472,-4.403047312
350,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
351,US,Full-time,Associate,Unspecified,Logistics and Supply Chain,Supply Chain,0,0,1,0,0,1,-3.992018165,-6.637161261
352,AU,Full-time,Unspecified,Unspecified,Design,Design,1,0,1,1,0,0,-3.437567297,-4.708274573
353,GR,Full-time,Mid-Senior level,Bachelor's Degree,Gambling & Casinos,Marketing,0,0,0,1,0,0,-6.787626341,-4.403047312
354,IE,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
355,US,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,1,0,0,0,0,1,-5.60491141,-3.981639589
356,US,Full-time,Unspecified,Bachelor's Degree,Primary/Secondary Education,Education,0,0,1,1,0,1,-4.96652019,-5.736378521
357,US,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,0,1,0,0,1,-3.056588271,-2.853301252
358,US,Contract,Associate,Unspecified,Automotive,Unspecified,1,0,0,0,1,1,-3.134094473,-2.898919407
359,US,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,0,1,0,0,1,-3.056588271,-2.853301252
360,CA,Part-time,Unspecified,Unspecified,Accounting,Accounting/Auditing,0,0,1,0,0,0,-0.590358018,-1.84570792
361,US,Part-time,Unspecified,Unspecified,Unspecified,Unspecified,0,1,0,0,0,1,-2.823138472,-2.898919407
362,GB,Full-time,Associate,Bachelor's Degree,Marketing and Advertising,Engineering,1,0,1,1,0,0,-2.856609018,-2.391780105
363,US,Full-time,Associate,Bachelor's Degree,Insurance,Consulting,0,0,1,1,0,1,-2.970474687,-3.550086188
364,SG,Full-time,Director,Bachelor's Degree,"Health, Wellness and Fitness",Marketing,0,0,1,1,0,0,-2.015685175,-4.403047312
365,GB,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
366,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
367,US,Full-time,Director,Associate Degree,Information Technology and Services,Sales,0,1,1,1,0,1,-3.972869919,-3.549243538
368,GB,Unspecified,Not Applicable,High School or equivalent,Unspecified,Administrative,0,0,1,1,0,0,-2.823138472,-1.458699604
369,US,Full-time,Entry level,Bachelor's Degree,Computer Software,Engineering,1,0,0,0,0,1,-5.60491141,-2.391780105
370,US,Full-time,Mid-Senior level,Bachelor's Degree,Environmental Services,Project Management,0,0,1,1,0,1,-2.734488544,-2.851360103
371,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,1,0,1,-2.823138472,-2.898919407
372,US,Full-time,Director,Bachelor's Degree,Internet,Marketing,1,0,1,1,0,1,-9.996358046,-4.403047312
373,US,Full-time,Internship,Master's Degree,Financial Services,Consulting,0,0,1,1,0,1,-3.056588271,-3.550086188
374,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
375,US,Full-time,Mid-Senior level,High School or equivalent,Construction,General Business,0,0,0,0,0,1,-3.934917469,-4.171497564
376,US,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,0,1,0,0,1,-3.056588271,-2.853301252
377,US,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Information Technology,1,0,0,0,0,1,-3.056588271,-3.981639589
378,US,Full-time,Entry level,Bachelor's Degree,Marketing and Advertising,Design,0,0,1,1,0,1,-2.856609018,-4.708274573
379,US,Full-time,Associate,Bachelor's Degree,Mental Health Care,Information Technology,1,0,0,1,0,1,-6.20358694,-3.981639589
380,GB,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
381,US,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,1,0,0,0,0,1,-3.972869919,-3.981639589
382,CA,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
383,US,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,1,0,0,0,0,1,-3.972869919,-3.981639589
384,US,Full-time,Not Applicable,Unspecified,Investment Management,Unspecified,0,0,1,1,0,1,-1.736356756,-2.898919407
385,US,Full-time,Unspecified,Unspecified,Marketing and Advertising,Unspecified,0,0,0,0,0,1,-2.856609018,-2.898919407
386,US,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,1,0,0,1,0,1,-3.972869919,-3.981639589
