employment_type,required_experience,required_education,company_profile_length,description_length,requirements_length,benefits_length,industry_SWOE,function_SWOE,from_US,money_in_title,mentions_salary,telecommuting,has_company_logo,has_questions,has_email,has_phone,has_url,has_fraud_bigram,has_legit_bigram,fraudulent
Full-time,Entry level,High School or equivalent,88,176,92,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,High School or equivalent,88,169,98,0,-9.740450581,-1.458699604,0,0,0,0,1,0,0,0,0,1,0,0
Unspecified,Unspecified,Unspecified,0,1235,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,1,1,0
Full-time,Mid-Senior level,High School or equivalent,131,298,159,85,-0.495323056,-2.216166691,1,0,1,0,1,1,1,1,0,1,1,1
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Director,Unspecified,56,236,441,0,-5.60491141,-3.943048543,0,0,0,0,1,0,0,0,1,0,1,0
Full-time,Entry level,Unspecified,120,402,0,0,-3.972869919,-7.789313116,0,0,0,0,1,0,0,0,1,0,0,0
Full-time,Director,Master's Degree,163,175,27,91,-2.498791322,-3.549243538,0,0,0,0,1,0,0,0,1,0,1,0
Full-time,Mid-Senior level,High School or equivalent,88,347,189,0,-5.421035692,-3.943048543,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Unspecified,High School or equivalent,136,97,12,2,-2.823138472,-1.458699604,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,227,29,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,High School or equivalent,88,188,192,0,-9.740450581,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Entry level,Bachelor's Degree,113,100,51,25,-3.056588271,-2.351014509,0,0,0,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Not Applicable,Unspecified,0,75,8,9,-3.252302048,-2.834705855,0,0,0,0,0,0,0,0,0,0,0,0
Full-time,Associate,High School or equivalent,100,86,72,64,-3.291500398,-2.853301252,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Certification,0,295,82,95,-3.972869919,-3.981639589,1,0,0,0,0,0,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,164,91,0,-7.612026365,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Not Applicable,High School or equivalent,136,95,12,2,-2.823138472,-1.458699604,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,163,346,147,109,-9.996358046,-3.981639589,0,0,1,0,1,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,122,68,61,46,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Unspecified,Not Applicable,High School or equivalent,136,94,16,2,-2.823138472,-3.549243538,0,0,0,0,1,0,1,0,0,0,1,0
Contract,Mid-Senior level,Bachelor's Degree,0,859,54,0,-3.972869919,-3.981639589,1,0,0,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Not Applicable,Unspecified,17,132,21,16,-9.740450581,-5.775604967,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,34,74,226,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Entry level,High School or equivalent,88,165,95,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Associate,Bachelor's Degree,113,230,78,25,-3.056588271,-2.351014509,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Not Applicable,Unspecified,0,231,151,18,-3.134094473,-3.549243538,0,0,1,0,0,1,0,0,1,0,0,0
Contract,Unspecified,Bachelor's Degree,9,32,19,3,-9.740450581,-2.898919407,0,0,0,0,1,0,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,0,517,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Entry level,Bachelor's Degree,113,221,96,38,-3.056588271,-2.806386024,0,0,1,0,1,1,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,113,302,78,17,-3.056588271,-4.282798225,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,113,260,87,24,-3.056588271,-3.549243538,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,275,264,81,0,-2.823138472,-2.898919407,0,0,0,0,1,0,1,0,0,0,1,0
Full-time,Unspecified,Unspecified,33,104,128,18,-3.972869919,-3.981639589,0,0,1,0,1,0,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,87,161,49,125,-5.60491141,-3.981639589,0,0,0,0,1,0,1,0,1,0,0,0
Full-time,Unspecified,Unspecified,34,95,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Contract,Unspecified,Bachelor's Degree,9,32,19,3,-9.740450581,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,34,133,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,113,188,30,23,-3.056588271,-2.351014509,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,78,176,169,0,-3.972869919,-4.403047312,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Not Applicable,Unspecified,0,547,0,0,-9.996358046,-1.458699604,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,149,99,0,-3.056588271,-4.171497564,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,0,233,86,0,-3.972869919,-7.772064107,1,0,0,0,0,1,0,0,0,0,1,0
Unspecified,Not Applicable,High School or equivalent,136,103,12,2,-2.823138472,-2.853301252,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,0,105,24,37,-2.823138472,-2.853301252,1,0,1,0,0,1,0,0,0,1,0,0
Full-time,Mid-Senior level,Unspecified,19,343,48,14,-3.056588271,-3.549243538,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Not Applicable,High School or equivalent,136,123,12,2,-2.823138472,-2.853301252,0,0,0,0,1,0,1,0,0,0,1,0
Contract,Mid-Senior level,Unspecified,0,187,0,0,-3.972869919,-3.981639589,1,0,0,0,0,0,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,100,254,75,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,1063,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,1,1,0
Full-time,Entry level,High School or equivalent,88,157,96,0,-3.056588271,-1.458699604,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Mid-Senior level,Unspecified,0,37,64,34,-9.996358046,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,47,217,0,11,-2.823138472,-6.958428728,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,143,127,0,0,-0.495323056,-2.898919407,1,0,0,0,1,0,0,0,1,1,1,0
Full-time,Unspecified,Unspecified,34,76,0,0,-2.856609018,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,20,114,63,34,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Not Applicable,Master's Degree,194,141,61,60,-5.60491141,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,128,329,90,58,-9.996358046,-3.549243538,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Associate,Unspecified,317,24,12,4,-9.996358046,-3.981639589,0,0,0,0,1,1,0,0,0,0,0,0
Contract,Unspecified,Bachelor's Degree,9,32,19,3,-9.740450581,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,191,337,139,89,-3.972869919,-3.549243538,1,0,0,0,1,1,0,0,1,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Director,Bachelor's Degree,36,348,221,71,-5.60491141,-2.851360103,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,136,273,41,61,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,1,1,1,0
Full-time,Mid-Senior level,Bachelor's Degree,128,295,107,58,-5.60491141,-3.549243538,1,0,0,0,1,0,0,0,1,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,Unspecified,128,280,78,58,-5.60491141,-3.549243538,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Not Applicable,High School or equivalent,136,101,12,2,-2.823138472,-1.458699604,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,195,47,106,59,-9.996358046,-4.708274573,1,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,116,253,213,117,-4.308790063,-3.549243538,1,0,0,0,1,0,0,0,0,1,0,0
Other,Internship,Bachelor's Degree,111,127,86,37,-5.60491141,-2.391780105,1,0,0,1,1,1,0,0,1,1,1,0
Unspecified,Unspecified,Unspecified,47,202,117,11,-2.823138472,-6.958428728,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,158,220,66,181,-4.095068015,-1.84570792,1,0,0,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,Unspecified,153,94,42,154,-3.056588271,-2.898919407,1,0,0,0,1,0,1,1,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,320,196,192,65,-4.627257123,-2.391780105,0,0,0,0,1,1,1,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,119,222,45,213,-4.567343235,-4.835137309,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,20,122,41,34,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,121,180,140,44,-5.60491141,-3.981639589,1,0,0,0,1,1,0,0,0,1,1,0
Full-time,Not Applicable,Unspecified,88,100,22,169,-2.633916062,-3.549243538,1,0,1,0,1,0,0,0,1,0,0,0
Part-time,Entry level,High School or equivalent,88,156,87,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,Unspecified,153,130,79,95,-3.056588271,-2.898919407,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Entry level,Unspecified,156,77,58,26,-5.60491141,-2.898919407,0,0,1,0,1,0,0,0,0,0,0,0
Full-time,Not Applicable,Unspecified,39,99,20,14,-2.169675367,-2.898919407,1,0,0,0,1,0,1,1,1,0,1,0
Full-time,Not Applicable,Bachelor's Degree,0,69,62,18,-3.447741164,-2.391780105,1,0,1,0,0,0,0,0,0,1,0,0
Full-time,Entry level,High School or equivalent,88,149,289,0,-7.612026365,-2.216166691,1,0,0,0,1,0,0,0,0,1,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,High School or equivalent,88,258,185,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Associate,Unspecified,20,242,32,34,-1.674331188,-7.772064107,0,0,0,0,1,1,0,0,0,0,1,0
Contract,Not Applicable,Unspecified,12,100,0,0,-3.291500398,-3.981639589,0,0,0,0,1,0,0,0,1,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,170,472,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,1,0
Part-time,Entry level,High School or equivalent,88,168,80,0,-3.056588271,-1.458699604,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Mid-Senior level,Unspecified,12,90,0,0,-3.972869919,-3.549243538,0,0,0,0,1,0,0,0,0,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,163,355,75,48,-2.498791322,-3.080366137,0,0,1,0,1,0,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,231,483,365,0,-3.972869919,-2.851360103,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,225,593,48,12,-2.823138472,-3.549243538,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Entry level,Bachelor's Degree,190,219,81,116,-9.996358046,-3.550086188,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,127,413,174,0,-4.567343235,-2.834705855,0,0,1,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Bachelor's Degree,402,136,0,0,-2.498791322,-2.391780105,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,91,307,118,41,-4.567343235,-2.898919407,0,0,0,0,1,0,1,0,0,0,1,0
Full-time,Unspecified,Unspecified,138,133,33,18,-2.015685175,-3.943048543,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Associate,Bachelor's Degree,201,292,0,13,-2.856609018,-7.745619564,1,0,1,0,1,0,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,70,240,49,14,-3.056588271,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,201,301,118,9,-2.856609018,-3.780290306,1,0,1,0,1,0,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,105,176,53,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,145,256,79,66,-9.996358046,-2.391780105,0,0,0,0,1,1,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Associate,Bachelor's Degree,195,108,223,59,-9.996358046,-4.403047312,1,0,0,0,1,1,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,32,20,3,-9.740450581,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,47,106,183,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0,0
Contract,Unspecified,Unspecified,212,107,1,0,-2.823138472,-2.898919407,1,0,0,1,1,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,95,29,47,34,-9.996358046,-2.853301252,0,0,0,0,1,0,0,0,1,0,0,0
Full-time,Entry level,Unspecified,0,442,0,0,-3.972869919,-3.981639589,1,0,1,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,47,165,77,0,-2.823138472,-4.403047312,1,0,0,0,1,0,0,0,0,0,0,0
Other,Internship,High School or equivalent,71,194,34,47,-3.972869919,-3.549243538,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,104,90,0,-7.612026365,-1.458699604,1,0,0,0,1,0,0,0,0,0,0,0
Contract,Entry level,Bachelor's Degree,9,39,20,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,47,93,155,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,398,424,52,1,-2.856609018,-1.84570792,0,0,1,0,1,1,0,0,0,0,0,0
Temporary,Unspecified,Unspecified,225,97,0,0,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Director,Bachelor's Degree,434,49,185,4,-6.244489818,-2.853301252,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,108,68,127,11,-2.498791322,-7.745619564,0,0,1,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,32,20,3,-9.740450581,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Not Applicable,Unspecified,17,81,34,20,-4.96652019,-5.736378521,0,0,1,0,1,0,0,0,0,1,0,0
Unspecified,Unspecified,Unspecified,33,217,53,6,-2.823138472,-2.898919407,0,0,0,0,0,1,0,0,0,1,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,56,87,103,0,-2.823138472,-4.403047312,0,0,0,0,1,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,47,86,146,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Associate,Unspecified,184,477,214,0,-3.992018165,-6.637161261,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,19,159,23,15,-3.437567297,-4.708274573,0,0,1,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,0,126,71,19,-6.787626341,-4.403047312,0,0,0,0,0,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,163,677,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,0,17,0,0,-5.60491141,-3.981639589,1,0,1,0,0,0,0,0,0,0,0,0
Full-time,Unspecified,Bachelor's Degree,87,303,114,54,-4.96652019,-5.736378521,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,188,114,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Contract,Associate,Unspecified,31,28,8,4,-3.134094473,-2.898919407,1,0,1,0,0,0,0,0,0,0,0,1
Part-time,Entry level,High School or equivalent,88,166,91,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Part-time,Unspecified,Unspecified,206,100,45,0,-0.590358018,-1.84570792,0,0,0,0,1,0,0,0,1,1,1,0
Part-time,Unspecified,Unspecified,69,223,59,0,-2.823138472,-2.898919407,1,0,0,1,0,0,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,398,192,318,0,-2.856609018,-2.391780105,0,0,1,0,1,1,0,0,0,0,0,0
Full-time,Associate,Bachelor's Degree,160,240,75,58,-2.970474687,-3.550086188,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Director,Bachelor's Degree,140,435,41,30,-2.015685175,-4.403047312,0,0,0,0,1,1,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,104,36,4,7,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Director,Associate Degree,165,187,135,8,-3.972869919,-3.549243538,1,0,0,1,1,1,0,0,0,0,1,0
Unspecified,Not Applicable,High School or equivalent,136,106,8,2,-2.823138472,-1.458699604,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,0,46,0,0,-5.60491141,-2.391780105,1,0,1,0,0,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,182,189,70,0,-2.734488544,-2.851360103,1,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,277,36,5,-2.823138472,-2.898919407,1,0,0,0,0,1,0,0,0,0,0,0
Full-time,Director,Bachelor's Degree,128,570,88,98,-9.996358046,-4.403047312,1,0,1,0,1,1,0,0,0,1,1,0
Full-time,Internship,Master's Degree,160,257,138,0,-3.056588271,-3.550086188,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,82,264,39,19,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,1,1,0
Full-time,Mid-Senior level,High School or equivalent,0,683,0,0,-3.934917469,-4.171497564,1,0,0,0,0,0,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,253,86,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,0,328,87,5,-3.056588271,-3.981639589,1,0,1,0,0,0,0,0,0,0,0,0
Full-time,Entry level,Bachelor's Degree,121,264,31,69,-2.856609018,-4.708274573,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,0,279,104,6,-6.20358694,-3.981639589,1,0,1,0,0,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,59,405,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,0,96,81,4,-3.972869919,-3.981639589,1,0,1,0,0,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,75,191,83,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Unspecified,0,145,43,4,-3.972869919,-3.981639589,1,0,1,0,0,0,0,0,0,0,0,0
Full-time,Not Applicable,Unspecified,19,45,5,2,-1.736356756,-2.898919407,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,34,93,0,0,-2.856609018,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Unspecified,0,179,133,47,-3.972869919,-3.981639589,1,0,1,0,0,1,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Unspecified,74,123,32,0,-3.972869919,-7.745619564,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,87,294,59,328,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,0,35,110,0,-3.972869919,-2.970504436,0,0,0,0,0,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Master's Degree,136,234,82,16,-3.028126795,-3.780290306,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Entry level,High School or equivalent,88,139,73,0,-3.815002963,-2.853301252,0,0,0,0,1,0,0,0,0,1,0,0
Unspecified,Unspecified,Unspecified,134,177,80,89,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Part-time,Entry level,High School or equivalent,88,170,191,0,-5.60491141,-1.458699604,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Mid-Senior level,Bachelor's Degree,215,128,123,56,-9.996358046,-4.382942415,1,0,0,0,1,1,1,0,0,0,1,0
Contract,Unspecified,Unspecified,206,14,9,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,0,94,58,64,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,44,190,247,42,-3.972869919,-2.391780105,1,0,1,1,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,87,169,115,48,-3.972869919,-7.772064107,1,0,0,0,1,0,1,1,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,259,116,70,0,-2.834459249,-2.391780105,0,0,0,0,1,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,20,121,214,86,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,160,82,61,16,-4.209827054,-4.403047312,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Unspecified,Unspecified,116,184,134,30,-4.308790063,-3.549243538,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,Unspecified,0,365,30,15,-3.846767945,-3.549243538,0,0,1,0,1,1,0,0,0,0,0,0
Contract,Unspecified,Bachelor's Degree,9,24,18,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,76,260,106,33,-5.60491141,-3.981639589,1,0,0,0,1,0,0,0,0,0,1,0
Other,Internship,Bachelor's Degree,192,74,69,0,-2.712959913,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Mid-Senior level,Unspecified,18,55,15,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Associate,High School or equivalent,88,327,182,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Associate,Bachelor's Degree,45,178,93,49,-6.715221103,-3.549243538,0,0,1,0,1,0,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,114,140,64,49,-3.972869919,-3.981639589,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,227,28,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,0,181,224,0,-3.972869919,-2.898919407,0,0,0,0,0,0,0,0,0,0,1,0
Full-time,Not Applicable,High School or equivalent,136,106,12,2,-2.823138472,-1.458699604,0,0,0,0,1,1,0,0,0,0,1,0
Part-time,Entry level,High School or equivalent,88,135,93,0,-2.169675367,-2.853301252,1,0,0,0,1,0,0,0,0,0,0,0
Contract,Entry level,Bachelor's Degree,9,32,20,3,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,87,70,103,125,-5.60491141,-3.981639589,0,0,0,0,1,0,1,0,1,0,0,0
Contract,Mid-Senior level,Bachelor's Degree,87,45,8,0,-3.291500398,-2.351014509,1,0,0,0,1,1,0,0,0,0,0,0
Full-time,Entry level,High School or equivalent,88,103,100,0,-2.894588944,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Unspecified,Unspecified,150,300,62,0,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,1,0
Part-time,Entry level,High School or equivalent,88,170,191,0,-2.498791322,-1.458699604,1,0,0,0,1,0,0,0,0,1,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Associate,Unspecified,79,199,131,47,-5.60491141,-3.981639589,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,Unspecified,87,169,155,28,-2.498791322,-2.853301252,1,0,1,1,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,0,70,55,0,-2.576965804,-2.898919407,0,0,1,0,0,0,0,0,0,0,1,0
